,geo,text,user,location
1372,, #Ethiopian intellectuals living in #US and #UK are working to shape the attitude of the global community towards #GERD…,GEBREENDALE,
1373,,"🇪🇹 is not only building dam, it's building life. Above 63M 🇪🇹'ns haven't seen electricity(energy).This number does'… ",mogesofficial,Turkey
1374,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,tsegaye60981564,"England, United Kingdom"
1375,, The #WeyaneBandas have given z #Egyptian intelligence all z blueprints of z structural designs of z #Ethiopian #GERD. This tr…,goitom_tesfaye,
1376,, Sudan had been pressured by #Egypt to reject Ethiopia’s proposal. This understandable! The choice to come… ,amggebre,
1377,,Sudan wants all three parties to agree on renaissances dam #Sudan #Ethiopia #Egypt #GERD… ,GambetaNews,Africa
1378,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,BalchaEyob,
1379,,Grand Ethiopian Renaissance Dam (#GERD) : A Dam of Contention in Africa👇👇👇👇👇👇👇👇,iyoba4u,Ethiopia
1380,, #Ethiopian intellectuals living in #US and #UK are working to shape the attitude of the global community towards #GERD…,_wondwosen,United States
1381,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,TemariTemramari,DMV
1382,, #Ethiopian intellectuals living in #US and #UK are working to shape the attitude of the global community towards #GERD…,zenollito,"Paris, France"
1383,, I strongly believe covid 19 a blessing  of disguet for Ethiopia. We have to work harder for the… ,bizuneh_tesfaye,"Gondar university,Ethiopian "
1384,,#Ethiopia will fill the #GERD as planned. #ItsMyDam #ItsOurDam ,HaddisMT,GMT+0
1385,,  The #GERD will be filled as planned anyway. #ItsMyDam #ItsOurDam,HaddisMT,GMT+0
1386,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,Musse89409708,"Kigali, Rwanda"
1387,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,AfeworkDagim,
1388,,Knowledge is power! Understanding these four common #esophageal disorders will help you to better identify symptoms… ,TampaBayReflux,
1389,," The Nile project in #Ethiopia can be the catalyst to inspire an entire generation. Supporting these projects, including the…",mintidesign,
1390,, 🇪🇹Dependency on others will never lift #Ethiopia out of poverty➡️Ethiopia deserves its fair share of the Nile waters✅Wil…,mintidesign,
1391,," A mother can aspire to be a farmer, provide for her family and her community. Running a farm with adequate irrigation and ot…",mintidesign,
1392,,Why can’t people with psoriasis drink alcohol or beer?Environmental influences can also make psoriasis worse. Alco… ,ldtbk123,United States
1393,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,iyoba4u,Ethiopia
1394,,🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shorta… ,aspire_we,Washington DC 
1395,," #Ethiopia, not going back to USA brokered negotiations. We’ve seen how that plays out. Colonial era arm tw… ",itsmydam1,
1396,,        … ,iyoba4u,Ethiopia
1397,, #Ethiopian intellectuals living in #US and #UK are working to shape the attitude of the global community towards #GERD…,AbebeIsak,state of jimma
1398,, #Ethiopian intellectuals living in #US and #UK are working to shape the attitude of the global community towards #GERD…,alwaysCriticalT,
1399,, This should be inevitable action &amp; support from Eth'n diasporas &amp; scholars on #GERD reality for Int'l com… ,KassahunBelay2,Addis Ababa
1400,, #Ethiopian intellectuals living in #US and #UK are working to shape the attitude of the global community towards #GERD…,HaleluyaTesfay1,"Addis Ababa, ቁልቢ "
1401,,Intellectuals in Diaspora shaping global attitudes towards #GERD፲፬፲፬፲፬፲፬፲፬፲፬፲፬፲፬፲፬፲፬፲፬፲፬፲፬፲፬፲፬Eth. intellectuals… ,iyoba4u,Ethiopia
1402,, #Ethiopian intellectuals living in #US and #UK are working to shape the attitude of the global community towards #GERD…,iyoba4u,Ethiopia
1403,,#Ethiopian intellectuals living in #US and #UK are working to shape the attitude of the global community towards… ,AnalyticaGlobal,Worldwide
1404,,#Ethiopian intellectuals living in #US and #UK are working to shape the attitude of the global community towards… ,fanatelevision,"ADDIS ABABA, ETHIOPIA"
1405,, #GERD is #Ethiopia's Mega project &amp; #Africa's #Renaissance Symbol. ,iyoba4u,Ethiopia
1406,, As our government a bit behind promoting or publicise before the filling of #GERD #ItsMyDam #Egypt has her ppl writing article…,iyoba4u,Ethiopia
1407,,  Ethiopia is not required to get the consent of Egypt to fill its own dam. It has to ensure that it has no…,tsegaye60981564,"England, United Kingdom"
1408,,  Ethiopia is not required to get the consent of Egypt to fill its own dam. It has to ensure that it has no…,iyoba4u,Ethiopia
1409,, Will history repeat itself in #Ethiopia with the first filling of the #GERD? ,iyoba4u,Ethiopia
1410,," In this 8-minute #podcast,  from  discusses the true extent of #GERD in the United States, the propor…",Consultant360,"East Windsor, NJ"
1411,," #Sudan rejects #Ethiopia’s proposal to sign a partial agreement to fill the #GERD in July, stressing the importance of…",LojinDin,
1412,," Not promising!Had it not been for  , the team could have decided to sign the… ",nile_basin,
1413,,"""The diplomatic deadlock is a failure not only for the parties who have been involved, but also for the absent ones… ",dagimterefe,Addis Ababa
1414,,Sudan wants all three parties to agree on renaissances dam #Sudan #Ethiopia #Egypt #GERD… ,GambetaNews,Africa
1415,,"Nutriflux is an exciting combination of deglycyrrhizinised liquorice as GutGard®, together with marshmallow, chamom… ",naturalhealthbl,United Kingdom
1416,,Join the Group that is dedicated in support of Grand Ethiopian Renaissance Dam (#GERD).ታላቁ የኢትዮጵያ ሕዳሴ ግድብ 💚💛❤️ 🇪🇹… ,iyoba4u,Ethiopia
1417,,   You are too much in our affairs to keep us fighting for 100s of years. Lazy… ,itsmydam1,
1418,,Efforts to reach a deal with Egypt &amp; Sudan on the near-complete #GERD are faltering. Ethio Minister  sa… ,HannahGetachew,London / Beijing
1419,,Will history repeat itself in #Ethiopia with the first filling of the #GERD? ,jambong52,Ethiopia
1420,," Unconfirmed report: #Turkey is working with #Ethiopia on #GERD Dam. The report added Ethiopia will buy drones, defense…",wibadis,planet Earth 🌍
1421,, Three weeks ago  proclaimed #Egypt is food secure and will have 9 million tons in strat… ,itsmydam1,
1422,, Ethiopia is not required to get the consent of Egypt to fill its own dam. It has to ensure that it has… ,GeremewAnteneh,Ethiopia
1423,, Very low on substance! “Egypt already faces pressures on its water supply and cannot sustain any furth… ,itsmydam1,
1424,, Great conversation on #Ethio-Swedish relationships with Swedish Minister of Foreign Affairs H.E.  on diverse issues…,AfarWatch,
1425,,#Nile is not only for #Egypt but for all of us  #GERD #itsmydam ,alemange2010,Ethiopia
1426,, GERD: The end game -- The international community must act now to defuse the crisis over #GERD#Egypt #Ethiopia #Sudanht…,harsiwarju,Everywhere + Nigeria + Globe
1427,,GERD: The end game -- The international community must act now to defuse the crisis over #GERD#Egypt #Ethiopia… ,ahramonline,Cairo
1428,, Inclined beds for #Inclinedbedtherapy now available in the UK from Feelgood Eco Beds. Can help with many sleeping diso…,stomaworks,"Exeter, England"
1429,,Inclined beds for #Inclinedbedtherapy now available in the UK from Feelgood Eco Beds. Can help with many sleeping d… ,feelgoodecobeds,devon
1430,,#itsMyDam #GERD #ethiopia #Ethiopia #ኢትዮጵያ      … ,140word,London
1431,,As our government a bit behind promoting or publicise before the filling of #GERD #ItsMyDam #Egypt has her ppl writ… ,140word,London
1432,, Sudan's right #GERD talks should resume asapBut issues listed here aren't going to be solved before #Ethiopia starts fill…,TomClaes5,Brussels
1433,, Sudan's right #GERD talks should resume asapBut issues listed here aren't going to be solved before #Ethiopia starts fill…,yohanhaile,"Addis Ababa, Ethiopia"
1434,, Sudan's right #GERD talks should resume asapBut issues listed here aren't going to be solved before #Ethiopia starts fill…,mespanolescofet,"El Caire, Egipte"
1435,,Sudan's right #GERD talks should resume asapBut issues listed here aren't going to be solved before #Ethiopia sta… ,wdavison10,Ethiopia
1436,, The Grand Ethiopian Renaissance Dam: From Diplomatic Deadlock to Nationalistic Lockdown - #GERD👉👉👉👉✅ GERD is one of the most…,TesfayeMul,Ethiopia
1437,,Hotspot: the Grand Ethiopian Renaissance Dam -  | #Ethiopia #GERD #ItsMyDam | ,EthiopiaOnline,United States | Ethiopia
1438,," We #Ethiopians pray not to have #WaterWar, but if #Trump and #Egypt want it for the sake of our #GERD, bring it on! We prefer…",BelaynehW,"hawassa, ethiopia"
1439,," We #Ethiopians pray not to have #WaterWar, but if #Trump and #Egypt want it for the sake of our #GERD, bring it on! We prefer…",AbeN_City,"Addis Ababa, Ethiopia"
1440,," We #Ethiopians pray not to have #WaterWar, but if #Trump and #Egypt want it for the sake of our #GERD, bring it on! We prefer…",Liitleb,Addis Ababa
1441,," Ethiopia need support for it's under construction Dam, Grand Ethiopian Renaissance Dam (#GERD), from #Russia, #China, #India,…",AbeN_City,"Addis Ababa, Ethiopia"
1442,," #Sudan declines partial agreement with #Ethiopia on Renaissance Dam  The Sudanese prime minister,…",Liitleb,Addis Ababa
1443,, Team #GERD,_premedboi,"Lungsod ng Marikina, Pambansan"
1444,,  You can contact an existing  group that are already advocating and following #GERD issue.,iyoba4u,Ethiopia
1445,,The Grand Ethiopian Renaissance Dam: From Diplomatic Deadlock to Nationalistic Lockdown - #GERD👉👉👉👉✅ GERD is one… ,iyoba4u,Ethiopia
1446,," We #Ethiopians pray not to have #WaterWar, but if #Trump and #Egypt want it for the sake of our #GERD, bring it on! We prefer…",BerhanuMegerssa,Ethiopia
1447,,Why they new position by the 🇸🇩 on #GERD? Did the #US promised them the lifting of sanctions? I hope they will come… ,beackon,Hawassa Ethiopia
1448,,   In fact they think historical rights are the base lines to start the discussions on equitable utilizati…,Mohammed222022,SCOTLAND
1449,,  In fact they think historical rights are the base lines to start the discussions on equitabl… ,Abdeta2,"Addis Ababa, Ethiopia"
1450,,#GERD Filing Plan Trudges On Despite Egyptian Concern Amidst #COVID19 ,EgyptianStreets,Cairo
1451,,  Am taking lyrica too. Just before bedtime so that I can sleep (but now sleep time is out of whack… ,shawnsharif,Thailand
1452,, NILE REGION: #Sudan rejects #Ethiopia proposal to sign #BlueNile #GERD mega-dam agreement | #Transboundary #WaterDiplomacy…,BunthidaP,
1453,,#GERD is #Ethiopia's Mega project &amp; #Africa's #Renaissance Symbol. ,mogesofficial,Turkey
1454,,"#GERD#Ethiopia's contribution to the Nile River is 85%, while #Egypt and #Sudan have no contribution to the river.… ",mogesofficial,Turkey
1455,," Ethiopia has the Legal Right to Operate a Dam on the Nile, No Matter who Tries to Deny it !!  - #GERD💥💥💥💥💥💥💥💥By Hannah Getac…",Et_forever17,
1456,,"  Rest assured there is no going back to #US mediated talk.Fool me once, shame on you; fool me twice...#GERD will…",alemange2010,Ethiopia
1457,," What is your contribution to help your country regarding #GERD , apart from echoing .ወደ ልቦናህ ተመልሰህ አገርህን እንዴት እንደምትጠቅም ጠይቅ",Tiruneh17,
1458,,NILE REGION: #Sudan rejects #Ethiopia proposal to sign #BlueNile #GERD mega-dam agreement | #Transboundary… ,WaterTrends,Canada
1459,," #Ethiopia: Bir. Gen. Tesfaye Temesgen, Deputy Commander of #ENDF Western Command, says the army is undertaking multi-fac…",Amirragie,"Dire Dawa, Ethiopia"
1460,,"In this 8-minute #podcast,  from  discusses the true extent of #GERD in the United States, the… ",GastroCon360,
1461,, I don't think #Sudan will forget the benefit of #GERD.The benefit of #GERD for #Sudan is the main reason #Sudan consistent…,Stafiliya,United Arab Emirates
1462,," We #Ethiopians pray not to have #WaterWar, but if #Trump and #Egypt want it for the sake of our #GERD, bring it on! We prefer…",Ambachew41,Addis Abeba
1463,," Waiting for an 'agreement' w/ Egypt BEFORE starting to fill the Dam is quite simply ""Waiting for Godot!"" (to borrow Samue…",Tiruneh17,
1464,, We know that #USA is trying hard to influence/convince #Sudan not to accept #Ethiopia's proposal. #Egypt and #Trump have forgo…,Tiruneh17,
1465,,"#GERDEthiopia's Nile water policy is built on the principles of fair, reasonable  &amp; optimum water use &amp; substantia… ",mogesofficial,Turkey
1466,,Absolutely !!!! I will too. Better to die for future generation than looking and hearing always poverty!!!! #GERD… ,Tiruneh17,
1467,," Rest assured there is no going back to #US mediated talk.Fool me once, shame on you; fool me twice...… ",FDisputes,
1468,,The #WeyaneBandas have given z #Egyptian intelligence all z blueprints of z structural designs of z #Ethiopian… ,tsearaia,
1469,," Waiting for an 'agreement' w/ Egypt BEFORE starting to fill the Dam is quite simply ""Waiting for Godot!"" (to borrow Samue…",EnglishExt1Bot,"New South Wales, Australia"
1470,,"Waiting for an 'agreement' w/ Egypt BEFORE starting to fill the Dam is quite simply ""Waiting for Godot!"" (to borrow… ",Kaleb_Tamiru,"Washington, DC"
1471,," We #Ethiopians pray not to have #WaterWar, but if #Trump and #Egypt want it for the sake of our #GERD, bring it on! We prefer…",Kifleworku,Ethiopia
1472,,Damn! What happened to #Sudan 😏#GERD #Ethiopia ,loveofgodd1,
1473,," Every African should be proud of #GERD. African designed; African Engineered, African built and African financed. That…",EngHayan,Hargeisa
1474,, Sudan have started war in North Gondar. Let alone supporting the #GERD .Our prime minister thinks he ca… ,LikuraBeWollo,"Poland, OH"
1475,,"Ethiopia has the Legal Right to Operate a Dam on the Nile, No Matter who Tries to Deny it !!  - #GERD💥💥💥💥💥💥💥💥By H… ",iyoba4u,Ethiopia
1476,,#GERD?  #Antacids may not be right for you if #hypothyroid; #stomach acid may be low!  ,TiredThyroid,Florida
1477,, Beauty is good gin its waste of money.Close to 50billion only In Addis Ababa.#GERD was 80billion. This i… ,LikuraBeWollo,"Poland, OH"
1478,,      We will finish #GERD and share our precious water!,itsmydam1,
1479,," #Ethiopia: Bir. Gen. Tesfaye Temesgen, Deputy Commander of #ENDF Western Command, says the army is undertaking multi-fac…",f_samu3l,
1480,,Did you know that chronic heartburn (a common symptom of #GERD) could increase your risk of esophageal cancer? Lear… ,SalgiFoundation,"Providence, RI"
1481,," #Sudan rejects #Ethiopia’s proposal to sign a partial agreement to fill the #GERD in July, stressing the importance of…",Nafee77,Maldives
1482,,#Sudan rejects agreement on #Ethiopia dam project #GERD #Egypt ,Sanyiikoo_Oromo,🇺🇸United States | Maryland 
1483,," #Sudan declines partial agreement with #Ethiopia on Renaissance Dam  The Sudanese prime minister,…",zenollito,"Paris, France"
1484,,#Sudan rejects #Ethiopia's partial agreement to fill #GERD without #Egypt ,DailyNewsEgypt,Egypt
1485,," Ohh yes, but #Sudan is under Egypt and The Arab League pressure to change the policy on #GERD, on top of t… ",ZelalemMU,"UK Mcr, Ethiopia "
1486,, Ethiopia aspires to grow anchored in utilisation of our natural endowments. I thank the #GERD technical team for their up…,NazooRaayyaa,
1487,," We #Ethiopians pray not to have #WaterWar, but if #Trump and #Egypt want it for the sake of our #GERD, bring it on! We prefer…",solassefa,"Addis Ababa, ET"
1488,,"Every African should be proud of #GERD. African designed; African Engineered, African built and African financed. T… ",Somalilandhano1,
1489,,"Under the principle of equity, #Ethiopia has the right to use its share on the Blue Nile river as part of the basin… ",ZerihunTetsafe,"AA, Ethiopia"
1490,," #Sudan declines partial agreement with #Ethiopia on Renaissance Dam  The Sudanese prime minister,…",LidetTadesse,
1491,," Sudan Rejects Ethiopia’s Proposal on the GERD, Objects to the Filling. Read more.  #Ethiopia #Sudan #N…",Et_forever17,
1492,, Ethiopia aspires to grow anchored in utilisation of our natural endowments. I thank the #GERD technical team for their up…,yahya_1111111,Somali Regional State
1493,," Unconfirmed report: #Turkey is working with #Ethiopia on #GERD Dam. The report added Ethiopia will buy drones, defense…",Feven_GJ,Ethiopia
1494,,"Sudan Rejects Ethiopia’s Proposal on the GERD, Objects to the Filling. Read more.  #Ethiopia #Sudan #News #GERD",zborkena,"Toronto,Canada"
1495,,  The #Sudanese #PM is destroying the benefits of #Sudan for the sake of #USA and #Egypt. #Sudan… ,DrTayeD,
1496,,Sudan🇸🇩 calls on Ethiopia🇪🇹 and Egypt🇪🇬 to resume talks on the Grand Ethiopian Renaissance Dam (#GERD) whilst rejec… ,LucaMiehe,"Berlin, Deutschland"
1497,," #Sudan declines partial agreement with #Ethiopia on Renaissance Dam  The Sudanese prime minister,…",MagTeerey,
1498,," #Sudan declines partial agreement with #Ethiopia on Renaissance Dam  The Sudanese prime minister,…",rasselaspl,
1499,,"   The #GERD capacity is not even 49b, it is above 70b cubic meters.",asrat_pride,Ethiopia
1500,,"We #Ethiopians pray not to have #WaterWar, but if #Trump and #Egypt want it for the sake of our #GERD, bring it on!… ",DrTayeD,
1501,,"#Sudan declines to sign partial #GERD agreement proposed by #Ethiopia     citing ""du… ",nubianomad,
1502,,We know that #USA is trying hard to influence/convince #Sudan not to accept #Ethiopia's proposal. #Egypt and #Trump… ,DrTayeD,
1503,," Ethiopia need support for it's under construction Dam, Grand Ethiopian Renaissance Dam (#GERD), from #Russia, #China, #India,…",tsegaye60981564,"England, United Kingdom"
1504,," The Sudanese Ministry of Irrigation, representing Sudan’s government, rejected Tuesday in a press statement an #Ethiopian p…",MagTeerey,
1505,,Worth reading by  on #GERD #Ethiopia Can Trump resolve the Egypt-Ethiopia Nile dam dispute?   ,yohanhaile,"Addis Ababa, Ethiopia"
1506,," #Sudan now show their stand against #Ethiopia knowing the vast benefit #Sudan will get from the #GERD, b… ",iyoba4u,Ethiopia
1507,, Sudan better get its mind right #ColonialLegacy #GERD ,DavidFalt,Alpinist - Leica 🔴
1508,," While fighting with #Egypt, #Sudan now show their stand against #Ethiopia knowing the vast benefit… ",iyoba4u,Ethiopia
1509,,Sudan better get its mind right #ColonialLegacy #GERD ,tirsity,Addis Ababa 
1510,, #Canada#Germany #EU#Russia#Sweden#FinlandEthiopia's #GERD construction is not only the… ,KassahunBelay2,Addis Ababa
1511,,#Sudan #Egypt rejected #Ethiopia proposal to sign #initial  agreement over #GERD.#Ethiopia has now another counte… ,FDisputes,
1512,," #Sudan declines partial agreement with #Ethiopia on Renaissance Dam  The Sudanese prime minister,…",solgeb86,Addis Ababa
1513,,"Ethiopia need support for it's under construction Dam, Grand Ethiopian Renaissance Dam (#GERD), from #Russia,… ",iyoba4u,Ethiopia
1514,, I am disappointed in how you Interpreted Sudan stands after all the support that we have given and continu… ,Tehraqa1,Port-Sudan
1515,," While fighting with #Egypt, #Sudan now show their stand against #Ethiopia knowing the vast benefit #Sudan will get from the #G…",BerhanuMegerssa,Ethiopia
1516,," The Sudanese Ministry of Irrigation, representing Sudan’s government, rejected Tuesday in a press statement an #Ethiopian p…",khusoko,East Africa
1517,,"The Sudanese Ministry of Irrigation, representing Sudan’s government, rejected Tuesday in a press statement an… ",AddisZeybe,ኢትዮጵያ
1518,,"  Well, #Egypts tactics have now changed.The guarantee they are asking the #GERD to be fi… ",FDisputes,
1519,,  said recently that he had a good phone discussion with #Sudan 👇Sudan indicated today that it rejects the begin…,raph789,
1520,," Thanks to  who put #Ethiopia in a difficult position""#Egypt has written to the UN Security Council protesting #…",raph789,
1521,, I don't think #Sudan will forget the benefit of #GERD.The benefit of #GERD for #Sudan is the main reason #Sudan consistent…,Musse89409708,"Kigali, Rwanda"
1522,,Sudan reject #Ethiopia proposal to sign Nile mega-dam agreement #GERD ,World_BITier,Earth
1523,,  #Ethiopia will maintain her sovereignty on #GERD as with everything else. NO agreement will be achieved by bull…,ItsKirubi_,"Nairobi, Kenya"
1524,," #Ethiopia to start filling #GERD in July despite lack of agreement with #Egypt, #Sudan  …",ItsKirubi_,"Nairobi, Kenya"
1525,," #Sudan declines partial agreement with #Ethiopia on Renaissance Dam  The Sudanese prime minister,…",IamKiflom,
1526,," #Ethiopia to start filling #GERD in July despite lack of agreement with #Egypt, #Sudan  …",KenyanHustler,Kenya
1527,, Ethiopia aspires to grow anchored in utilisation of our natural endowments. I thank the #GERD technical team for their up…,BaliTariku,
1528,," #Sudan rejects #Ethiopia’s proposal to sign a partial agreement to fill the #GERD in July, stressing the importance of…",AbdurrahmanRad7,
1529,, Read this:#gerd #reflux #downwithacid16 May is World Barrett's Day.… ,BarrettsWessex,"Southampton, UK"
1530,," #Sudan declines partial agreement with #Ethiopia on Renaissance Dam  The Sudanese prime minister,…",FatmaYabdi,"Nairobi, Kenya"
1531,," #Sudan declines partial agreement with #Ethiopia on Renaissance Dam  The Sudanese prime minister,…",Makie_ETH,"Ethiopia, Addis Ababa"
1532,," #Sudan declines partial agreement with #Ethiopia on Renaissance Dam  The Sudanese prime minister,…",HorkacG,"Georgetown, Guyana"
1533,," #Sudan declines partial agreement with #Ethiopia on Renaissance Dam  The Sudanese prime minister,…",ethiowatch1,
1534,,#Sudan declines partial agreement with #Ethiopia on Renaissance Dam  The Sudanese prime mini… ,addisstandard,Addis Ababa
1535,,Countries like  #Sudan and #Egypte following carefully the political barometer in #Ethiopia. At the result they imp… ,ZelalemMU,"UK Mcr, Ethiopia "
1536,,"While fighting with #Egypt, #Sudan now show their stand against #Ethiopia knowing the vast benefit #Sudan will get… ",iyoba4u,Ethiopia
1537,," While fighting with #Egypt, #Sudan now show their stand against #Ethiopia knowing the vast benefit #Sudan will get from the #G…",Arcndege,country with a Rail to nowhere
1538,," While fighting with #Egypt, #Sudan now show their stand against #Ethiopia knowing the vast benefit… ",iyoba4u,Ethiopia
1539,,"While fighting with #Egypt, #Sudan now show their stand against #Ethiopia knowing the vast benefit #Sudan will get… ",iyoba4u,Ethiopia
1540,," While fighting with #Egypt, #Sudan now show their stand against #Ethiopia knowing the vast benefit… ",iyoba4u,Ethiopia
1541,,"     While fighting with #Egypt, #Sudan now show their… ",iyoba4u,Ethiopia
1542,," While fighting with #Egypt, #Sudan now show their stand against #Ethiopia knowing the vast benefit… ",iyoba4u,Ethiopia
1543,," While fighting with #Egypt, #Sudan now show their stand against #Ethiopia knowing the vast benefit… ",iyoba4u,Ethiopia
1544,," While fighting with #Egypt, #Sudan now show their stand against #Ethiopia knowing the vast benefit… ",iyoba4u,Ethiopia
1545,,"  While fighting with #Egypt, #Sudan now show their stand against #Ethiopia knowing the vast b… ",iyoba4u,Ethiopia
1546,," While fighting with #Egypt, #Sudan now show their stand against #Ethiopia knowing the vast benefit… ",iyoba4u,Ethiopia
1547,," While fighting with #Egypt, #Sudan now show their stand against #Ethiopia knowing the vast benefit… ",iyoba4u,Ethiopia
1548,," While fighting with #Egypt, #Sudan now show their stand against #Ethiopia knowing the vast benefit… ",iyoba4u,Ethiopia
1549,,"While fighting with #Egypt, #Sudan now show their stand against #Ethiopia knowing the vast benefit #Sudan will get… ",iyoba4u,Ethiopia
1550,,"  While fighting with #Egypt, #Sudan now show their stand against #Ethiopia knowing the vast bene… ",iyoba4u,Ethiopia
1551,, Ethiopia aspires to grow anchored in utilisation of our natural endowments. I thank the #GERD technical team for their up…,Promisez,South Africa ☀  
1552,,"Since Sudan is now in a transition, they are not in a position to decide a case like #GERD which is a long time dea… ",iyoba4u,Ethiopia
1553,," Since Sudan is now in a transition, they are not in a position to decide a case like #GERD which is a… ",iyoba4u,Ethiopia
1554,,Sudan rejects a bilateral agreement with Ethiopia in regards to the filling of #GERD &amp; stand by its position on the… ,BilehJelan,Ethiopia
1555,,  #Ethiopia can do whatever they like on #GERD process why their #Regional ally #UAE is in control of issue.…,AhmedAWardigley,"Nairobi,Kenya"
1556,,Sudan pushes Ethiopia to resume stalled talks over Nile dam -  | #Ethiopia #GERD #ItsMyDam | ,EthiopiaOnline,United States | Ethiopia
1557,, I don't think #Sudan will forget the benefit of #GERD.The benefit of #GERD for #Sudan is the main reason #Sudan consistent…,HudsonMoron,Sudan
1558,," #Egypt fake existential threat by #GERD. The #Egyptian army and security is the ""real slim shady"" that owns most land and com…",Eli5Elias,
1559,, Ethiopia aspires to grow anchored in utilisation of our natural endowments. I thank the #GERD technical team for their up…,YosifAltayeb,
1560,, PM  would rather #resign than give in for #EgyptsPressure to postpone #GERD filling/#Sign #Biased_Agreement.…,nile_basin,
1561,,"#Egypt fake existential threat by #GERD. The #Egyptian army and security is the ""real slim shady"" that owns most la… ",raskassa,"Seattle, WA"
1562,,#Dental #GERD #Health #TeethThe Destructive Relationship Between Acid Reflux and Tooth Enamel… ,BalsallDental,"Balsall Common, Solihull."
1563,, The #Gerd belongs to #Ethiopia. It doesn't need anybody's approval to fill it. If all things goes as… ,Sam07735645,
1564,,    #GERD is  Building Resilience in #Africa. This is an African project using Afri…,ghanaleaksblog,"Ghana, Africa, US, Canada, UK, Europe, Asia"
1565,,   #GERD is  Building Resilience in #Africa. This is an African project usin… ,DaveSmith524,
1566,,   Remain committed to a #fair &amp; #equitable use of #BlueNile!#CooperativeFrameWorkAgrement #CFA #Artic…,eipsa_nile,World Wide
1567,, Excellent article on the lack of any legal basis for Egypt's unjustified outcries over the filling of the #GERD.👇👇 http…,MouktarAlbert,"Minneapolis, Minnesota"
1568,, said recently that he had a good phone discussion with #Sudan 👇Sudan indicated today that it reject… ,raph789,
1569,," Thanks to  who put #Ethiopia in a difficult position""#Egypt has written to the UN Security Council protesting #…",Marnjam1,
1570,, #Eye for an #Eye#Bomb for a #Bomb #GERD for #HAD,nile_basin,
1571,, Ethiopia aspires to grow anchored in utilisation of our natural endowments. I thank the #GERD technical team for their up…,Tg28520827,
1572,,#Hamdok said Tuesday that he would refuse to sign a “partial agreement” for the #GERD filling due to the absence of… ,Hamdy3li,"Exeter, England"
1573,,"On Demand Now, Part Five of the GERD Management Video Series▪️Presented by John Lipham, MD▪️Sponsored by … ",EndoscopyNow,"Chicago, IL"
1574,,"Turkey to start power generation in huge Tigris dam next week, Erdogan says. Turkey started filling the dam in July… ",itsmydam1,
1575,,"Thanks to  who put #Ethiopia in a difficult position""#Egypt has written to the UN Security Council p… ",raph789,
1576,, I don't think #Sudan will forget the benefit of #GERD.The benefit of #GERD for #Sudan is the main reason #Sudan consistent…,SaraSimsaa,Khartoum
1577,,"   Moreover, the   praised and accepted to oversee… ",FDisputes,
1578,," #Ethiopia to start filling #GERD in July despite lack of agreement with #Egypt, #Sudan  …",alwaysCriticalT,
1579,, Ethiopia aspires to grow anchored in utilisation of our natural endowments. I thank the #GERD technical team for their up…,JaferMo08627636,finfinnee/Addis ababa 
1580,, PM  would rather #resign than give in for #EgyptsPressure to postpone #GERD filling/#Sign #Biased_Agreement.…,FDisputes,
1581,,"#Bloating, #gas, #GERD, pain, #constipation, soft stool and #diarrhea. Parasites, #IBS, #IBD, #colitis, #Crohns Dis… ",HDesertHealth,"Tucson, AZ"
1582,,"#Bloating, #gas, #GERD, pain, #constipation, soft stool and #diarrhea. Parasites, #IBS, #IBD, #colitis, #Crohns Dis… ",iguana265,"Tucson, AZ"
1583,," Given the pressure on #Sudan PM   from /, recently attempted m… ",FDisputes,
1584,, TO ALL ALCOHOL DRINKERS WITH ACID REFLUX. Take 2 shots of water for every ounce of alcohol you consume. I learned this la…,Ari_Kariiii,
1585,,El-Sisi Opens Al Shahid Ahmed Hamdi Tunnel 2 and Al-Mahsamma Waste Water...  via  im… ,itsmydam1,
1586,," Given the pressure on #Sudan PM  from /, recently attempted mu… ",FDisputes,
1587,,   #Burhan agreed to become more involved following a direct request from E… ,nile_basin,
1588,," In addition, it was #Burhan who agreed to become more involved following a direct request from #El-… ",FDisputes,
1589,," #Sudan rejects #Ethiopia’s proposal to sign a partial agreement to fill the #GERD in July, stressing the importance of…",Boss7502,Egypt
1590,, That is just a cover!Given the pressure on #Sudan PM  from /… ,FDisputes,
1591,,"#Sudan rejected #Ethiopia’s proposal to sign a partial agreement to fill the #GERD in next July, saying that fillin… ",SarahElSheikh2,Cairo
1592,," #Sudan rejects #Ethiopia’s proposal to sign a partial agreement to fill the #GERD in July, stressing the importance of…",clarinetwoman2,
1593,," #Sudan rejects #Ethiopia’s proposal to sign a partial agreement to fill the #GERD in July, stressing the importance of…",3m3id,Sudan
1594,,"#Sudan rejects #Ethiopia’s proposal to sign a partial agreement to fill the #GERD in July, stressing the importance… ",DailyNewsEgypt,Egypt
